Auto Impedances,,,,,,Rail Access Impedances,,,,,,Air Access Impedances,,,,,,Bus Access Impedances,,,,
ZONE 1,ZONE 2,ZONE PAIR,Dist (mile),CongTT (min),,Zone,Station,ZoneSta,Dist (mile),Time (min),,Zone,Station,ZoneSta,Dist (mile),Time (min),,Zone,Station,ZoneSta,Dist (mile),Time (min)
122,160,122160,414.7517483,406.2601231,,136,HKM,136HKM,374.9645272,358.7326423,,,,,,,,166,GBY,166GBY,384.8339933,398.0193738
122,161,122161,89.95370833,105.9007209,,136,HGH,136HGH,375.5270865,359.3352593,,,,,,,,166,MTC,166MTC,423.9448486,432.115943
122,162,122162,251.7595127,272.2109325,,137,EUC,137EUC,10.93444651,12.43384118,,,,,,,,166,WKS,166WKS,460.5365376,436.9830168
122,163,122163,130.9299134,138.5956934,,137,CHP,137CHP,16.34439523,18.92577965,,,,,,,,166,SHB,166SHB,455.1054648,447.7709033
122,164,122164,51.09197981,53.15342092,,137,MNM,137MNM,34.93143833,36.26677163,,,,,,,,166,MKE,166MKE,472.878732,449.4594886
122,165,122165,112.9416347,113.513585,,137,SNY,137SNY,40.05894528,42.79394218,,,,,,,,166,MKA,166MKA,478.7067335,455.1532127
122,166,122166,514.6039911,533.3665316,,137,TOH,137TOH,75.23204301,69.3308813,,,,,,,,166,CCL,166CCL,535.1739064,506.2001518
122,167,122167,191.6063546,210.7170929,,137,ABB,137ABB,70.21511585,72.95011275,,,,,,,,166,CHI,166CHI,549.5959375,521.0966038
122,168,122168,100.8655686,104.7076417,,137,WIN,137WIN,77.99661815,80.70021078,,,,,,,,167,MTC,167MTC,27.82521206,30.03762726
122,169,122169,313.0852962,311.2268577,,137,RDW,137RDW,90.15271551,86.44888484,,,,,,,,167,SHB,167SHB,35.33982833,37.39582133
122,170,122170,482.9363385,466.4302535,,137,MSP,137MSP,96.0589102,90.82552142,,,,,,,,167,GBY,167GBY,34.15563016,37.41972886
122,171,122171,411.3717001,416.2245215,,137,LSE,137LSE,85.42336409,91.49304062,,,,,,,,167,BDU,167BDU,58.39828959,60.7573805
122,172,122172,167.3474588,164.655419,,137,MSL,137MSL,100.5194333,94.05400227,,,,,,,,167,MKE,167MKE,83.45409546,82.4627183
122,173,122173,216.8948044,228.1489047,,137,SVU,137SVU,94.66171876,96.9791026,,,,,,,,167,WIT,167WIT,86.65731908,89.41440999
122,174,122174,39.42255894,41.47499445,,137,SVP,137SVP,94.9755564,97.35570776,,,,,,,,167,MKA,167MKA,90.80562966,90.14917511
122,175,122175,65.93172022,80.96480261,,137,WSJ,137WSJ,101.8603838,105.0612643,,,,,,,,167,WKS,167WKS,95.14182559,94.06657104
122,176,122176,228.9231392,231.6485236,,137,WSU,137WSU,102.000496,105.987802,,,,,,,,167,MSN,167MSN,103.681096,108.8553425
122,177,122177,185.5883944,199.1767424,,137,WDL,137WDL,119.8659567,107.0134593,,,,,,,,167,SMD,167SMD,104.933438,109.0059529
122,178,122178,282.9767993,281.636454,,137,WAU,137WAU,120.5833086,123.6271548,,,,,,,,167,WDL,167WDL,103.9438725,113.2179279
122,179,122179,310.5711061,314.0439354,,137,WSF,137WSF,135.2751094,123.8803975,,,,,,,,167,WSJ,167WSJ,113.7825546,117.7807291
122,180,122180,151.8581627,155.8620946,,137,POG,137POG,137.1333385,126.1639528,,,,,,,,167,TOH,167TOH,136.5252138,139.5527201
122,181,122181,382.0924971,373.1927718,,137,RMN,137RMN,129.0959216,128.5953464,,,,,,,,167,ABB,167ABB,142.1119867,147.6447443
122,182,122182,296.2265989,313.5277902,,137,WIT,137WIT,128.3717835,131.1067804,,,,,,,,167,CCL,167CCL,164.6542699,160.2302439
122,183,122183,45.55494639,54.06746116,,137,SCD,137SCD,162.8187068,154.7009899,,,,,,,,167,CHI,167CHI,178.341301,174.3916959
122,184,122184,137.6721544,141.4216933,,137,MSN,137MSN,173.4411985,155.6770368,,,,,,,,167,LSE,167LSE,178.5622615,174.5419775
122,185,122185,383.8821516,413.9350775,,137,SMD,137SMD,173.6073912,155.876468,,,,,,,,167,LUW,167LUW,179.5142952,175.927218
122,186,122186,276.7147531,277.5884831,,137,CBS,137CBS,168.4928224,156.5475517,,,,,,,,167,SNY,167SNY,174.9701573,177.7272482
122,187,122187,334.9057066,324.2615416,,137,SHW,137SHW,157.4993584,160.623791,,,,,,,,167,EUC,167EUC,195.4465491,196.8513225
122,188,122188,189.1971203,185.8689343,,137,APP,137APP,158.688025,162.3780701,,,,,,,,167,WIN,167WIN,202.4722793,197.4497131
122,189,122189,98.45910355,112.2203723,,137,OSU,137OSU,172.2611264,166.5410386,,,,,,,,167,CHP,167CHP,200.8564978,203.3432609
122,190,122190,298.8717146,297.2375798,,137,BVD,137BVD,178.4879926,167.7550858,,,,,,,,167,MNM,167MNM,218.2145409,218.3938243
122,191,122191,264.5227599,288.5251313,,137,WPN,137WPN,178.8841392,168.1853708,,,,,,,,167,RMN,167RMN,244.4047508,232.6309361
122,192,122192,264.5701579,261.549206,,137,OSH,137OSH,174.7697523,169.1024944,,,,,,,,167,HDS,167HDS,255.9305062,248.7481114
122,193,122193,199.1571308,210.7646038,,137,FDL,137FDL,183.0710273,173.386891,,,,,,,,167,LLD,167LLD,258.4996708,251.2457272
122,194,122194,263.1270527,290.785815,,137,DUL,137DUL,168.89818,173.4146651,,,,,,,,167,MIU,167MIU,279.9006564,271.8179759
122,195,122195,400.4864661,397.7697864,,137,DUU,137DUU,172.0290272,177.344737,,,,,,,,167,MSP,167MSP,279.3420128,272.9525741
122,196,122196,59.75894081,63.25923852,,137,JVL,137JVL,204.2002183,180.2883841,,,,,,,,167,MNA,167MNA,283.9678659,275.8851854
122,197,122197,63.23522217,70.20456991,,137,DPE,137DPE,176.285627,182.2378774,,,,,,,,168,SMD,168SMD,27.18565197,29.27737393
122,198,122198,130.7248438,138.4494634,,137,GBY,137GBY,178.6504594,185.7477186,,,,,,,,168,WKS,168WKS,31.25596044,34.76669887
122,199,122199,154.8163381,154.3908823,,137,BET,137BET,221.6281125,196.6797932,,,,,,,,168,MSN,168MSN,33.04030993,35.76689682
122,200,122200,264.5550373,263.3068696,,137,OCO,137OCO,196.0823952,202.7184648,,,,,,,,168,MKE,168MKE,43.59815484,47.24317065
123,124,123124,268.5567401,270.984231,,137,MTC,137MTC,203.2243146,207.0459501,,,,,,,,168,MKA,168MKA,46.76415637,51.6614948
123,125,123125,144.0795331,155.6628626,,137,SHB,137SHB,218.8399309,210.5865753,,,,,,,,168,WDL,168WDL,81.0300681,75.79838338
123,126,123126,36.09497203,44.42822476,,137,RCK,137RCK,237.912783,211.8533773,,,,,,,,168,SHB,168SHB,100.4089577,99.59393169
123,127,123127,108.2368732,120.9121902,,137,MKE,137MKE,236.613198,212.2751606,,,,,,,,168,CCL,168CCL,108.1104839,112.4484424
123,128,123128,89.46979506,100.3806042,,137,MKA,137MKA,242.4411996,217.9688848,,,,,,,,168,TOH,168TOH,126.8760002,115.2304334
123,129,123129,99.62254856,111.8503531,,137,MWI,137MWI,214.880049,221.5161187,,,,,,,,168,MTC,168MTC,124.7672714,120.5733082
123,130,123130,205.9637504,214.1380808,,137,SVT,137SVT,255.0574479,234.8176339,,,,,,,,168,CHI,168CHI,122.532515,127.3448944
123,131,123131,40.3212109,43.94214166,,137,GLN,137GLN,301.4589659,274.2034173,,,,,,,,168,GBY,168GBY,133.2595708,135.9910947
123,132,123132,62.49200272,69.67719266,,137,CHI,137CHI,313.3304036,283.9122759,,,,,,,,168,BDU,168BDU,137.6542302,139.1664554
123,133,123133,99.62970252,118.794743,,137,LAN,137LAN,281.8397636,287.4244333,,,,,,,,168,LSE,168LSE,165.2224755,148.9170037
123,134,123134,103.6133333,121.4076769,,137,HKM,137HKM,290.0853724,296.2165776,,,,,,,,168,LUW,168LUW,166.1745092,150.3022442
123,135,123135,161.1099517,170.9473137,,137,EMI,137EMI,289.3519358,296.5724903,,,,,,,,168,WIT,168WIT,156.5232597,158.7253516
123,136,123136,130.7952174,130.6392321,,137,HGH,137HGH,290.6479317,296.8191945,,,,,,,,168,WSJ,168WSJ,174.0414952,159.8669702
123,137,123137,139.2720626,146.5123465,,137,MQT,137MQT,306.2864976,318.7072918,,,,,,,,168,WIN,168WIN,189.1324933,171.8247393
123,138,123138,304.8874903,303.7239443,,138,DUL,138DUL,71.41375221,64.1543554,,,,,,,,168,EUC,168EUC,204.6384897,182.0802208
123,139,123139,100.1718708,117.073545,,138,DUU,138DUU,74.54459941,68.08442735,,,,,,,,168,ABB,168ABB,189.5459273,182.2695759
123,140,123140,203.1733698,203.4640594,,138,SCD,138SCD,72.19306639,72.05885898,,,,,,,,168,CHP,168CHP,210.0484384,188.5721592
123,141,123141,125.2645524,135.7581321,,138,MSP,138MSP,93.02151755,84.18117181,,,,,,,,168,SNY,168SNY,221.4780567,203.6078144
123,142,123142,230.9141251,238.799193,,138,MSL,138MSL,94.96899443,86.23642429,,,,,,,,168,MNM,168MNM,227.4064815,203.6227226
123,143,123143,131.7071824,138.0580074,,138,MNM,138MNM,139.9837979,124.7564511,,,,,,,,168,RMN,168RMN,231.0649648,207.0059623
123,144,123144,61.12054163,71.67308612,,138,RDW,138RDW,132.7357122,125.3583417,,,,,,,,168,HDS,168HDS,265.1224468,233.9770097
123,145,123145,233.9961941,245.2510787,,138,CHP,138CHP,146.6120325,142.5692807,,,,,,,,168,LLD,168LLD,267.6916115,236.4746255
123,146,123146,35.420905,39.727686,,138,EUC,138EUC,161.6709812,143.6301854,,,,,,,,168,MIU,168MIU,289.092597,257.0468742
123,147,123147,390.641799,426.5803703,,138,RMN,138RMN,163.6225061,154.3445581,,,,,,,,168,MSP,168MSP,288.5339534,258.1814724
123,148,123148,249.693419,255.8402443,,138,SNY,138SNY,168.312373,164.7100934,,,,,,,,168,MNA,168MNA,293.1598065,261.1140837
123,149,123149,122.2096969,139.1101496,,138,WIN,138WIN,198.5818096,192.6575223,,,,,,,,169,CHP,169CHP,24.16344378,27.16735382
123,150,123150,194.4729226,197.0494204,,138,ABB,138ABB,198.4685436,194.866264,,,,,,,,169,SNY,169SNY,35.19017447,37.48255584
123,151,123151,76.65871381,81.73141348,,138,TOH,138TOH,240.8474708,212.2505157,,,,,,,,169,EUC,169EUC,33.39721731,38.24788206
123,152,123152,227.3534705,229.0127701,,138,LSE,138LSE,233.8297918,216.7832724,,,,,,,,169,MNM,169MNM,46.42620914,50.1777268
123,153,123153,162.2654251,164.2240495,,138,WSJ,138WSJ,230.1138116,226.9774155,,,,,,,,169,ABB,169ABB,65.34634505,67.63872642
123,154,123154,188.3994599,191.1187955,,138,WSU,138WSU,235.7868635,232.1845839,,,,,,,,169,HDS,169HDS,84.14217446,80.53201387
123,155,123155,199.4709791,210.887895,,138,SVU,138SVU,269.0371465,248.2405551,,,,,,,,169,LLD,169LLD,86.71133907,83.02962964
123,156,123156,181.2172644,197.1901401,,138,SVP,138SVP,269.3509841,248.6171603,,,,,,,,169,WSJ,169WSJ,96.99161301,99.74987796
123,157,123157,217.9601817,221.5034295,,138,WDL,138WDL,285.4813844,249.9330936,,,,,,,,169,MIU,169MIU,108.1123246,103.6018783
123,158,123158,224.9970805,233.9556694,,138,WIT,138WIT,256.6252112,253.0229316,,,,,,,,169,TOH,169TOH,109.978882,104.5700511
123,159,123159,76.63093987,84.7832796,,138,LAN,138LAN,270.4244041,266.4984344,,,,,,,,169,MSP,169MSP,107.553681,104.7364766
123,160,123160,275.6853537,280.3086988,,138,WSF,138WSF,300.8905371,266.8000318,,,,,,,,169,WIN,169WIN,100.794389,106.9162517
123,161,123161,145.3933137,163.5558965,,138,POG,138POG,302.7487663,269.0835872,,,,,,,,169,MNA,169MNA,112.1795341,107.6690878
123,162,123162,80.89892471,95.23002751,,138,WAU,138WAU,294.9587363,274.8886073,,,,,,,,169,LSE,169LSE,116.9902031,122.440065
123,163,123163,73.13967455,86.81541167,,138,HKM,138HKM,278.6700129,275.2905787,,,,,,,,169,LUW,169LUW,117.9422368,123.8253055
123,164,123164,160.1286082,160.0340498,,138,HGH,138HGH,279.2325722,275.8931956,,,,,,,,169,WIT,169WIT,123.5030127,125.7953941
123,165,123165,95.04624013,97.16648251,,138,SHW,138SHW,285.7527861,282.5399422,,,,,,,,169,WDL,169WDL,154.6127957,142.2526291
123,166,123166,375.5375965,407.4151073,,138,MSN,138MSN,339.0566263,298.5966711,,,,,,,,169,RMN,169RMN,148.1769174,150.0018754
123,167,123167,76.27723338,87.07382638,,138,SMD,138SMD,339.222819,298.7961023,,,,,,,,169,BDU,169BDU,159.8480422,162.6652235
123,168,123168,120.017174,123.0822774,,138,CBS,138CBS,334.1082501,299.467186,,,,,,,,169,MSN,169MSN,208.1880375,190.9162066
123,169,123169,174.0189016,185.2754334,,138,MQT,138MQT,306.8891381,305.2974747,,,,,,,,169,GBY,169GBY,186.7356886,191.0057686
123,170,123170,343.869944,340.4788292,,138,OSU,138OSU,337.8765542,309.4606729,,,,,,,,169,SMD,169SMD,208.3542302,191.1156378
123,171,123171,272.3053055,290.2730972,,138,BVD,138BVD,344.1034204,310.6747202,,,,,,,,169,MTC,169MTC,225.8465438,225.1023378
123,172,123172,29.81412918,35.40435177,,138,WPN,138WPN,344.499567,311.1050051,,,,,,,,169,WKS,169WKS,259.0178426,235.0378587
123,173,123173,85.55459021,98.68485492,,138,OSH,138OSH,340.38518,312.0221288,,,,,,,,169,SHB,169SHB,253.5867699,245.8257452
123,174,123174,219.6771469,225.6363052,,138,APP,138APP,333.0634527,313.6395226,,,,,,,,169,MKE,169MKE,271.360037,247.5143305
123,175,123175,180.6238678,197.6380453,,138,FDL,138FDL,348.686455,316.3065254,,,,,,,,169,MKA,169MKA,277.1880386,253.2080546
123,176,123176,55.75674459,67.69141351,,138,GBY,138GBY,319.8578871,318.2333062,,,,,,,,169,CCL,169CCL,333.6552115,304.2549937
123,177,123177,41.95319363,47.49592267,,138,DPE,138DPE,322.0280548,319.613374,,,,,,,,169,CHI,169CHI,348.0772426,319.1514457
123,178,123178,109.8104047,117.6793439,,138,JVL,138JVL,369.8156461,323.2080184,,,,,,,,170,MIU,170MIU,127.610367,112.3656745
123,179,123179,176.5317116,194.4251367,,138,OCO,138OCO,324.3358229,324.6346161,,,,,,,,170,MNA,170MNA,129.5981181,114.3534256
123,180,123180,120.8514253,133.4660675,,138,MWI,138MWI,332.0913105,335.2646309,,,,,,,,170,MSP,170MSP,132.0039712,117.5947035
123,181,123181,243.0261025,247.2413474,,138,BET,138BET,387.2435402,339.5994276,,,,,,,,170,LLD,170LLD,131.4523131,120.6186656
123,182,123182,141.8110109,161.3881823,,138,EMI,138EMI,340.1125763,342.1342732,,,,,,,,170,HDS,170HDS,138.9404777,122.8564995
123,183,123183,172.1516416,176.9815039,,138,MTC,138MTC,358.9687424,352.3298754,,,,,,,,170,MNM,170MNM,178.9662515,158.1699827
123,184,123184,61.82943357,64.81752886,,138,SHB,138SHB,384.4553587,353.5062097,,,,,,,,170,CHP,170CHP,185.5944861,175.9828123
123,185,123185,229.4665636,261.7954697,,138,RCK,138RCK,403.5282107,354.7730116,,,,,,,,170,EUC,170EUC,200.6534348,177.043717
123,186,123186,101.9973585,117.5632435,,138,MKE,138MKE,402.2286258,355.194795,,,,,,,,170,RMN,170RMN,202.6049597,187.7580898
123,187,123187,195.839312,198.3101172,,138,MKA,138MKA,408.0566273,360.8885191,,,,,,,,170,SNY,170SNY,207.2948266,198.1236251
123,188,123188,54.34446773,61.67446022,,138,SVT,138SVT,420.6728757,377.7372683,,,,,,,,170,WIN,170WIN,237.5642632,226.0710539
123,189,123189,118.258709,138.4774851,,138,GLN,138GLN,467.0743936,417.1230517,,,,,,,,170,ABB,170ABB,237.4509972,228.2797957
123,190,123190,159.80532,171.2861555,,138,CHI,138CHI,478.9458313,426.8319103,,,,,,,,170,TOH,170TOH,279.8299244,245.6640473
123,191,123191,93.66217191,111.5442263,,139,SHW,139SHW,28.63636004,31.75068368,,,,,,,,170,LSE,170LSE,272.8122454,250.196804
123,192,123192,130.5307633,141.9304074,,139,OCO,139OCO,29.98639684,32.62084843,,,,,,,,170,LUW,170LUW,274.2014153,252.4927222
123,193,123193,87.13045722,97.85507261,,139,GBY,139GBY,45.65246103,50.16490223,,,,,,,,170,WSJ,170WSJ,269.0962652,260.3909472
123,194,123194,129.0194647,151.1988443,,139,MWI,139MWI,48.78405069,51.41850228,,,,,,,,170,WDL,170WDL,324.4638381,283.3466253
123,195,123195,261.4200715,271.818362,,139,DPE,139DPE,47.82262866,51.54497006,,,,,,,,170,WIT,170WIT,295.6076648,286.4364633
123,196,123196,236.3615288,240.3202693,,139,WIT,139WIT,53.38914995,56.11403791,,,,,,,,170,BDU,170BDU,312.1829998,320.4425884
123,197,123197,246.4988102,251.8631607,,139,APP,139APP,60.38202663,63.23645368,,,,,,,,170,MSN,170MSN,378.0390799,332.0102028
123,198,123198,61.73274422,73.96849306,,139,WSU,139WSU,79.68543744,82.9549254,,,,,,,,170,SMD,170SMD,378.2052726,332.209634
123,199,123199,64.08394355,66.71050083,,139,WAU,139WAU,78.81931021,83.3507566,,,,,,,,170,GBY,170GBY,339.0706462,348.7831335
123,200,123200,91.38864275,99.34975956,,139,MTC,139MTC,84.76331628,84.26147138,,,,,,,,170,WKS,170WKS,428.868885,376.1318549
124,125,124125,161.569207,179.0585284,,139,OSU,139OSU,81.48412808,84.30357542,,,,,,,,170,MTC,170MTC,378.1815015,382.8797027
124,126,124126,272.9697122,288.1974444,,139,WSJ,139WSJ,80.51438546,84.480357,,,,,,,,170,SHB,170SHB,423.4378123,386.9197414
124,127,124127,351.5834199,358.2542577,,139,OSH,139OSH,85.13875391,87.83203126,,,,,,,,170,MKE,170MKE,441.2110794,388.6083266
124,128,124128,339.8523418,346.5593718,,139,SVU,139SVU,91.28072041,97.68048621,,,,,,,,170,MKA,170MKA,447.0390809,394.3020508
124,129,124129,348.6120953,355.2373806,,139,SVP,139SVP,91.73237704,97.86967417,,,,,,,,170,CCL,170CCL,503.5062538,445.3489899
124,130,124130,96.74498974,103.2893331,,139,FDL,139FDL,102.9220289,105.1844564,,,,,,,,170,CHI,170CHI,517.928285,460.2454419
124,131,124131,238.0585292,246.5983979,,139,SHB,139SHB,109.2069325,106.4708109,,,,,,,,171,CHP,171CHP,122.4498477,122.6197754
124,132,124132,312.8745495,315.8559602,,139,WPN,139WPN,112.0677942,114.4255202,,,,,,,,171,MNM,171MNM,126.348613,127.0910939
124,133,124133,303.3364427,341.9105112,,139,ABB,139ABB,114.1041175,116.8290055,,,,,,,,171,EUC,171EUC,131.6836212,133.7003037
124,134,124134,220.4262135,245.2946192,,139,BVD,139BVD,126.3269408,128.6735507,,,,,,,,171,HDS,171HDS,138.3725784,139.0726823
124,135,124135,361.2304984,366.4405698,,139,EMI,139EMI,130.2960024,134.379763,,,,,,,,171,LLD,171LLD,140.941743,141.570298
124,136,124136,339.5277641,330.5792167,,139,WSF,139WSF,129.5828241,134.7157117,,,,,,,,171,SNY,171SNY,144.1501882,144.7605882
124,137,124137,136.2746775,138.9307159,,139,CBS,139CBS,139.6231111,142.1009393,,,,,,,,171,MIU,171MIU,157.7747285,156.6811571
124,138,124138,48.11403709,46.87965757,,139,SNY,139SNY,141.7019882,144.4268761,,,,,,,,171,MNA,171MNA,159.7624796,158.6689082
124,139,124139,271.2476759,306.3695311,,139,POG,139POG,152.8445949,155.4277616,,,,,,,,171,MSP,171MSP,162.1683327,161.9101861
124,140,124140,411.9059166,403.404044,,139,MKE,139MKE,164.9101997,156.452191,,,,,,,,171,ABB,171ABB,174.3063588,174.9167588
124,141,124141,175.7151877,182.6509685,,139,MKA,139MKA,172.2617339,164.1386478,,,,,,,,171,TOH,171TOH,208.2652859,200.0224728
124,142,124142,39.64067187,46.61750624,,139,LAN,139LAN,160.9228302,168.7365604,,,,,,,,171,WIN,171WIN,199.0807928,202.3686733
124,143,124143,331.8277291,333.5512635,,139,WDL,139WDL,159.8939767,169.2325443,,,,,,,,171,WSJ,171WSJ,205.9516267,207.0279103
124,144,124144,277.7752818,310.4544143,,139,CHP,139CHP,167.2816064,170.7498221,,,,,,,,171,RMN,171RMN,205.4863213,208.6337256
124,145,124145,74.25874088,78.83176906,,139,MSN,139MSN,167.2942002,171.4732256,,,,,,,,171,LSE,171LSE,215.276607,217.8924866
124,146,124146,239.7374517,239.1784849,,139,SMD,139SMD,168.5465422,171.623836,,,,,,,,171,LUW,171LUW,216.2286407,219.2777271
124,147,124147,207.7603458,218.7007006,,139,MQT,139MQT,167.6985642,174.0746735,,,,,,,,171,WIT,171WIT,232.4630264,233.0734264
124,148,124148,28.08303426,35.70326911,,139,TOH,139TOH,161.9810447,175.0688571,,,,,,,,171,WDL,171WDL,252.8991996,237.7050507
124,149,124149,145.1282436,167.7129924,,139,SVT,139SVT,190.9374496,181.4209032,,,,,,,,171,BDU,171BDU,268.8080559,269.9432559
124,150,124150,158.0974693,168.6297622,,139,EUC,139EUC,176.5153799,181.8303504,,,,,,,,171,MSN,171MSN,306.4744414,286.3686282
124,151,124151,198.0472605,222.5641867,,139,JVL,139JVL,185.41222,189.5464924,,,,,,,,171,SMD,171SMD,306.6406341,286.5680595
124,152,124152,43.7172696,44.73686091,,139,MNM,139MNM,191.6903718,196.3353951,,,,,,,,171,GBY,171GBY,295.6957023,298.283801
124,153,124153,370.9979718,364.1640342,,139,HGH,139HGH,192.7480666,201.1392037,,,,,,,,171,WKS,171WKS,357.3042465,330.4902803
124,154,124154,397.1320066,391.0587802,,139,HKM,139HKM,194.426439,203.2257047,,,,,,,,171,MTC,171MTC,334.8065575,332.3803701
124,155,124155,64.66152584,74.45039964,,139,BET,139BET,202.8401141,205.9379015,,,,,,,,171,SHB,171SHB,351.8731738,341.2781668
124,156,124156,126.3404758,137.8584509,,139,LSE,139LSE,203.0973657,212.5584035,,,,,,,,171,MKE,171MKE,369.6464409,342.9667521
124,157,124157,50.26855847,51.94327866,,139,RCK,139RCK,219.1247846,221.1114855,,,,,,,,171,MKA,171MKA,375.4744425,348.6604762
124,158,124158,108.3166596,112.6429588,,139,GLN,139GLN,240.3139675,229.66051,,,,,,,,171,CCL,171CCL,431.9416154,399.7074154
124,159,124159,212.2074866,208.6543357,,139,WIN,139WIN,218.9365516,230.9513018,,,,,,,,171,CHI,171CHI,446.3636465,414.6038674
124,160,124160,54.95909953,66.47722514,,139,RDW,139RDW,246.9116489,246.5175083,,,,,,,,172,WDL,172WDL,30.11797672,35.09567453
124,161,124161,376.4488605,373.2442469,,139,CHI,139CHI,259.7974052,248.3811686,,,,,,,,172,TOH,172TOH,60.55389041,57.49547499
124,162,124162,239.621622,266.8453886,,139,MSP,139MSP,252.8178436,250.8941449,,,,,,,,172,MSN,172MSN,62.45020015,57.66944408
124,163,124163,315.9152213,317.9711592,,139,MSL,139MSL,257.2783668,254.1226258,,,,,,,,172,SMD,172SMD,62.61639285,57.86887531
124,164,124164,368.8611549,359.9740345,,139,RMN,139RMN,268.939855,270.6473621,,,,,,,,172,WSJ,172WSJ,95.54338544,87.35015474
124,165,124165,303.7787869,297.1064672,,139,DUL,139DUL,273.1251783,283.1030451,,,,,,,,172,SHB,172SHB,85.69699748,87.82119049
124,166,124166,175.4741433,181.9055281,,139,DUU,139DUU,276.2560255,287.0331171,,,,,,,,172,LSE,172LSE,98.90036571,91.18204535
124,167,124167,319.5577801,339.2704739,,139,SCD,139SCD,319.5776403,314.7696134,,,,,,,,172,LUW,172LUW,99.85239944,92.56728582
124,168,124168,328.7497207,323.022262,,140,RCK,140RCK,44.70845609,41.72131323,,,,,,,,172,WIT,172WIT,96.65878511,93.01814096
124,169,124169,102.6024484,116.682038,,140,CHI,140CHI,42.36128916,47.33390162,,,,,,,,172,WKS,172WKS,113.2800053,101.7910962
124,170,124170,87.09649069,83.6345424,,140,GLN,140GLN,42.52372686,48.11959353,,,,,,,,172,GBY,172GBY,100.572526,103.9308792
124,171,124171,123.7738522,136.3475018,,140,BET,140BET,61.53541972,57.54564903,,,,,,,,172,MTC,172MTC,99.65138121,105.5618328
124,172,124172,262.427611,259.5138078,,140,JVL,140JVL,78.4210207,73.28630641,,,,,,,,172,BDU,172BDU,104.9671854,107.1062399
124,173,124173,304.1949565,338.2752907,,140,SVT,140SVT,82.48524481,90.67926093,,,,,,,,172,ABB,172ABB,115.1358176,112.1607128
124,174,124174,428.4096937,425.5762898,,140,MKA,140MKA,97.40250681,100.8844497,,,,,,,,172,WIN,172WIN,122.8103835,114.089781
124,175,124175,402.1464145,403.8278871,,140,SMD,140SMD,110.2488478,101.2399056,,,,,,,,172,MKE,172MKE,112.1922646,114.128942
124,176,124176,208.7239956,216.4211661,,140,MKE,140MKE,101.0275053,104.6437255,,,,,,,,172,MKA,172MKA,131.4502012,119.9612921
124,177,124177,301.8177404,308.0495216,,140,MSN,140MSN,116.1035058,107.7294285,,,,,,,,172,EUC,172EUC,138.3163799,124.3452624
124,178,124178,185.1159514,206.7190572,,140,CBS,140CBS,128.2331296,124.5765971,,,,,,,,172,CHP,172CHP,143.7263287,130.8372009
124,179,124179,115.8020286,131.0332743,,140,BVD,140BVD,130.0302464,135.9679744,,,,,,,,172,SNY,172SNY,145.2919881,142.3168834
124,180,124180,298.4609721,305.9730179,,140,POG,140POG,149.1516458,136.194206,,,,,,,,172,MNM,172MNM,161.0843718,145.8877643
124,181,124181,61.46864925,64.41848064,,140,WPN,140WPN,138.7260998,144.6749439,,,,,,,,172,RMN,172RMN,164.742855,149.271004
124,182,124182,275.7175358,306.1150738,,140,WDL,140WDL,164.1862639,148.8727306,,,,,,,,172,CCL,172CCL,187.9173741,171.0082312
124,183,124183,380.8841883,376.9214885,,140,FDL,140FDL,148.1733345,154.4805278,,,,,,,,172,HDS,172HDS,198.8003371,176.2420514
124,184,124184,276.2609803,270.8543678,,140,WSF,140WSF,173.7624166,156.6821104,,,,,,,,172,LLD,172LLD,201.3695017,178.7396671
124,185,124185,330.2513038,370.0883978,,140,SHB,140SHB,157.8383081,156.9944866,,,,,,,,172,CHI,172CHI,202.3394052,185.9046832
124,186,124186,163.0133816,184.093098,,140,OSH,140OSH,168.4700595,174.970455,,,,,,,,172,MIU,172MIU,222.7704872,199.3119158
124,187,124187,78.46342816,81.60191379,,140,OSU,140OSU,170.1051126,176.7952138,,,,,,,,172,MSP,172MSP,222.2118436,200.4465141
124,188,124188,225.3332724,221.197366,,140,MTC,140MTC,182.1966219,177.9738631,,,,,,,,172,MNA,172MNA,226.8376967,203.3791253
124,189,124189,350.2652557,341.8239211,,140,TOH,140TOH,210.032196,188.3047806,,,,,,,,173,GBY,173GBY,20.1988196,21.05800391
124,190,124190,138.1644201,157.7318441,,140,APP,140APP,190.8473322,197.4282774,,,,,,,,173,MTC,173MTC,28.59566182,26.11910029
124,191,124191,256.4483748,291.2071298,,140,SVU,140SVU,222.491026,201.2114623,,,,,,,,173,SHB,173SHB,53.03927809,48.32843982
124,192,124192,202.4539768,221.5375151,,140,SVP,140SVP,222.8048636,201.5880675,,,,,,,,173,BDU,173BDU,48.34846601,48.82260616
124,193,124193,330.411004,350.0517201,,140,WAU,140WAU,225.9326158,209.7095768,,,,,,,,173,WIT,173WIT,83.90049549,84.26343564
124,194,124194,332.7262048,374.3146125,,140,GBY,140GBY,219.1617797,212.0633381,,,,,,,,173,MKE,173MKE,108.7425452,98.30981989
124,195,124195,85.46161827,95.97225525,,140,DPE,140DPE,221.211612,213.2127941,,,,,,,,173,MKA,173MKA,116.0940794,105.9962767
124,196,124196,445.0940755,440.2602539,,140,LSE,140LSE,248.3786713,221.991351,,,,,,,,173,WKS,173WKS,120.4302753,109.9136726
