Ticker,Company Name,Currency,Exchange,Country/Region,Type,Price,Avg Vol,sedol
ALMNG FP Equity,Madvertise,EUR,FP,FR,Common Stock,0.448,5591.633,
ALTAN FP Equity,Le Tanneur et Cie,EUR,FP,FR,Common Stock,4.16,97.43333,
BIMP I2 Equity,BioMerieux,EUR,I2,FR,Common Stock,96.32,47060.57,
BSN GY Equity,Danone SA,EUR,GY,FR,Common Stock,55.26,6379.7,
EKW FP Equity,Ekwateur SA,EUR,FP,FR,Common Stock,,,
MLAIR FP Equity,Groupe Airwell,EUR,FP,FR,Common Stock,3.7,98.33334,
AL FP Equity,Societe Alsacienne de Supermarches SA,FRF,FP,FR,Common Stock,,,
ALHGREUR EU Equity,Hoffmann Green Cement Technologies SAS,EUR,EU,FR,Common Stock,16.0,7948.6,
ALHYG FP Equity,Hybrigenics SA,EUR,FP,FR,Common Stock,0.1502,804972.6,
EAPIP S4 Equity,Euroapi SA,EUR,S4,FR,Common Stock,13.71,,
FCMC FP Equity,Societe Fermiere du Casino Municipal de Cannes,EUR,FP,FR,Common Stock,1250.0,2.1,
FPG FP Equity,UTI Group SA,EUR,FP,FR,Common Stock,0.52,1123.833,
MGDDF UV Equity,Cie Generale des Etablissements Michelin SCA,USD,UV,FR,Common Stock,128.75,339.1333313,
NRX FP Equity,Naturex,EUR,FP,FR,Common Stock,,,5142822
SND TH Equity,Schneider Electric SE,EUR,TH,FR,Common Stock,129.06,2269.567,
WO6 GR Equity,Worldline SA/France,EUR,GR,FR,Common Stock,38.08,279.9667,
XCA GR Equity,Credit Agricole SA,EUR,GR,FR,Common Stock,10.25,7968.033,
ANI TH Equity,Amundi SA,EUR,TH,FR,Common Stock,54.7,851.7,
GZF GR Equity,Engie SA,EUR,GR,FR,Common Stock,12.58,34715.9,
MLABO FP Equity,Toutabo,EUR,FP,FR,Common Stock,,0.0,
SO EU Equity,Somfy SA,EUR,EU,FR,Common Stock,138.6,37494.7,
ATE1 EU Equity,Alten SA,EUR,EU,FR,Common Stock,123.8,87555.7,
CSNV FP Equity,AXA SA,EUR,FP,FR,Common Stock,23.5,2607.233,
EDF EP Equity,Electricite de France SA,EUR,EP,FR,Common Stock,8.26,4222118.0,
IY4 GR Equity,Imerys SA,EUR,GR,FR,Common Stock,34.4,51.26667,
LR EU Equity,Legrand SA,EUR,EU,FR,Common Stock,79.96,1147996.0,
MLTRA FP Equity,Cie des Tramways de Rouen SA,EUR,FP,FR,Common Stock,,0.0,
NK EU Equity,Imerys SA,EUR,EU,FR,Common Stock,34.4,137238.2,
QUTEF US Equity,Lumibird,USD,US,FR,Common Stock,,,
VETO EU Equity,Vetoquinol SA,EUR,EU,FR,Common Stock,122.7,4590.0,
YAS GR Equity,Cast SA,EUR,GR,FR,Common Stock,7.38,21.33333,
ABMAF US Equity,Albioma SA,USD,US,FR,Common Stock,,0.0,
ALNXT FP Equity,Nextedia,EUR,FP,FR,Common Stock,0.917,30735.23,
AN FP Equity,Societe d'Edition de Canal Plus SAS,EUR,FP,FR,Common Stock,,,
ANTINEUR EP Equity,Antin Infrastructure Partners SA,EUR,EP,FR,Common Stock,29.0,97719.87,
ANTINP S1 Equity,Antin Infrastructure Partners SA,EUR,S1,FR,Common Stock,,,
CO EU Equity,Casino Guichard Perrachon SA,EUR,EU,FR,Common Stock,18.08,485489.3,
EON MM Equity,Faurecia SE,MXN,MM,FR,Common Stock,1150.68,0.1333333,
KORI EU Equity,Korian SA,EUR,EU,FR,Common Stock,19.535,427802.3,
MLVER FP Equity,Verney-Carron SA,EUR,FP,FR,Common Stock,6.45,4.633333,
PIEJF US Equity,Rothschild & Co,USD,US,FR,Common Stock,38.51,59.96666718,
RNL TH Equity,Renault SA,EUR,TH,FR,Common Stock,26.535,18486.6,
SND GY Equity,Schneider Electric SE,EUR,GY,FR,Common Stock,128.46,2001.433,
81E GF Equity,AgroGeneration,EUR,GF,FR,Common Stock,0.113,60503.33,
8ZU GR Equity,Antin Infrastructure Partners SA,EUR,GR,FR,Common Stock,28.94,31.33333,
ABLDP EB Equity,ABL Diagnostics SA,EUR,EB,FR,Common Stock,2.75,0.0,
ALDRP TQ Equity,Delta Drone,EUR,TQ,FR,Common Stock,,,
CRI EU Equity,Chargeurs SA,EUR,EU,FR,Common Stock,18.47,59654.9,
EDFJPY EU Equity,Electricite de France SA,JPY,EU,FR,Common Stock,,,
IXA GR Equity,IGE + XAO,EUR,GR,FR,Common Stock,206.0,0.8666667,
KAZIT S1 Equity,Orchestra-Premaman SA,EUR,S1,FR,Common Stock,,,
PONGF UV Equity,Atari SA,USD,UV,FR,Common Stock,0.19,47654.30078,
PROAC FP Equity,Proactis Sarl,EUR,FP,FR,Common Stock,0.137,929.3333,
SANNV FP Equity,Sanofi,EUR,FP,FR,Common Stock,95.0,98.66666,
ALINS FP Equity,Intrasense SAS,EUR,FP,FR,Common Stock,0.4045,46825.57,
ALTTI FP Equity,Travel Technology Interactive SA,EUR,FP,FR,Common Stock,2.2,70.3,
CRBP2 EU Equity,Caisse Regionale de Credit Agricole Mutuel Brie Picardie,EUR,EU,FR,Common Stock,20.21,6512.133,
SANP BQ Equity,Sanofi,EUR,BQ,FR,Common Stock,100.38,26109.9,
SFCA FP Equity,Societe francaise de Casinos,EUR,FP,FR,Common Stock,1.69,174.3333,
225494Z FP Equity,Portzamparc Societe de Bourse SA,EUR,FP,FR,Common Stock,,,
ALMAR FP Equity,Mare Nostrum SAS,EUR,FP,FR,Common Stock,3.02,763.0,
AXA IM Equity,AXA SA,EUR,IM,FR,Common Stock,23.815,2721.867,
BON1 EU Equity,Bonduelle SCA,EUR,EU,FR,Common Stock,16.72,28457.43,
DLCX FP Equity,Delachaux Group SA,EUR,FP,FR,Common Stock,,,
ETL EU Equity,Eutelsat Communications SA,EUR,EU,FR,Common Stock,11.15,752350.4,
GZPZF US Equity,Gaztransport Et Technigaz SA,USD,US,FR,Common Stock,,,
PPX GR Equity,Kering SA,EUR,GR,FR,Common Stock,516.3,705.1334,
RNL GR Equity,Renault SA,EUR,GR,FR,Common Stock,26.545,17900.1,
SMCPEUR EU Equity,SMCP SA,EUR,EU,FR,Common Stock,6.483,183050.2,
SU IM Equity,Schneider Electric SE,EUR,IM,FR,Common Stock,127.88,152.1,
6PV GS Equity,CMG Clean Tech SA,EUR,GS,FR,Common Stock,6.6,226.1333,
ATO EU Equity,Atos SE,EUR,EU,FR,Common Stock,23.935,1804222.0,
CGD FP Equity,Cegid Group SASU,EUR,FP,FR,Common Stock,,,
CSP I2 Equity,AXA SA,EUR,I2,FR,Common Stock,23.715,1971348.0,
ELISP EB Equity,Elis SA,EUR,EB,FR,Common Stock,14.826,189502.7,
HOP S1 Equity,Thales SA,EUR,S1,FR,Common Stock,117.975,135.2333,
JCDXF US Equity,JCDecaux SA,USD,US,FR,Common Stock,18.7,17.20000076,
ORP EB Equity,L'Oreal SA,EUR,EB,FR,Common Stock,324.911,343370.3,7339451
SG FP Equity,Societe de Fabrication d'Instruments de Mesure SA,EUR,FP,FR,Common Stock,,,
SGOB BB Equity,Cie de Saint-Gobain,EUR,BB,FR,Common Stock,,,
ALIMO FP Equity,Groupimo,EUR,FP,FR,Common Stock,1.96,133.2,
AOMD GR Equity,Alstom SA,EUR,GR,FR,Common Stock,25.9,2366.533,
EDFP IX Equity,Electricite de France SA,EUR,IX,FR,Common Stock,8.384,905.3,
FGRP S1 Equity,Eiffage SA,EUR,S1,FR,Common Stock,92.55,129.5667,
FII EU Equity,LISI,EUR,EU,FR,Common Stock,20.5,36323.04,
MLMDV FP Equity,Medical Devices Venture SASU,EUR,FP,FR,Common Stock,12.7,1.0,
NROP I2 Equity,Neurones,EUR,I2,FR,Common Stock,36.55,367.2667,
